LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
HOC3W9LASU,28,114089,115524,371,116,3,24.31,24,0.71,High School,Part-time,Divorced,Yes,Yes,Other,No,0
PSA1XL2UKU,47,144634,78494,302,71,2,9.08,12,0.26,High School,Full-time,Divorced,Yes,Yes,Other,Yes,0
FFYT7VTZAI,58,19176,216004,352,56,4,2.54,24,0.42,Master's,Unemployed,Married,No,Yes,Other,Yes,0
UJIIDUYDIN,61,127392,130817,383,62,4,8.67,36,0.21,Master's,Unemployed,Single,Yes,No,Education,No,0
2IKE9SUCUS,46,75607,213492,772,47,3,7.24,48,0.28,PhD,Full-time,Married,No,Yes,Auto,Yes,0
BDGGZR4605,57,30386,133299,682,48,1,5.02,12,0.56,PhD,Self-employed,Divorced,No,No,Education,Yes,0
5X45ZB3FSN,29,88527,222606,349,61,4,2.33,12,0.35,Bachelor's,Unemployed,Single,Yes,No,Education,No,0
IC72CFJ30I,46,43505,159158,335,48,1,9.55,36,0.69,PhD,Part-time,Single,Yes,No,Auto,Yes,0
KQ2UZR8GTM,50,65744,109405,716,2,3,16.42,24,0.46,Bachelor's,Part-time,Married,Yes,No,Home,No,0
2OVB19NJGB,18,85260,16917,701,7,3,15.38,60,0.18,High School,Part-time,Divorced,Yes,No,Business,Yes,0
45OTD9A0EZ,54,138514,65609,400,61,4,3.41,60,0.25,High School,Self-employed,Married,Yes,No,Education,Yes,0
ASFPXEUVJX,39,40171,79073,610,34,1,7.81,48,0.32,High School,Unemployed,Single,No,Yes,Home,No,0
VBZ6ILDPDT,53,107285,93838,400,42,4,3.52,48,0.26,High School,Unemployed,Married,No,Yes,Education,Yes,0
AKACRJ8PMS,54,78182,180011,319,110,1,22.56,36,0.85,Master's,Part-time,Married,Yes,Yes,Education,No,0
K8K2UYGKN9,42,53038,62256,763,116,3,2.55,36,0.54,PhD,Part-time,Divorced,Yes,No,Education,Yes,0
FS867ASUKN,57,70053,80149,609,118,1,6.12,36,0.51,High School,Self-employed,Married,Yes,Yes,Other,No,0
XULVQJ8MXM,54,132267,146992,424,63,1,6.87,24,0.28,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
FO950QTU36,18,129174,136691,567,62,1,10.53,36,0.89,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
DTZX3BM8HS,33,114076,37996,791,61,1,23.38,24,0.39,Master's,Part-time,Single,Yes,Yes,Home,No,0
DFA1J0TXEV,45,30924,168146,491,15,3,23.15,48,0.42,Master's,Full-time,Divorced,No,No,Business,Yes,0
4YZJ6CUHCY,67,64562,231324,417,36,4,14.79,12,0.37,High School,Self-employed,Divorced,No,No,Other,Yes,0
Z64AOG5ZSS,67,31437,69765,699,55,1,16.68,24,0.4,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
PBAP171WMZ,40,92953,81328,528,94,1,23.05,24,0.29,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
WLC84ODAEJ,59,132274,180686,659,93,2,6.37,24,0.21,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
T597Q2NWU2,21,125198,147849,356,47,2,10.86,24,0.78,High School,Part-time,Married,No,Yes,Auto,No,0
RI2Q485ZED,60,141054,162764,346,51,1,10.77,48,0.49,Master's,Full-time,Married,No,Yes,Auto,No,0
JRKEW3EG7X,24,81511,174335,546,55,1,15.05,36,0.73,Master's,Full-time,Divorced,Yes,No,Other,Yes,1
K2CCJRXNAN,52,72001,221125,844,107,1,14.39,12,0.58,Master's,Self-employed,Single,No,No,Other,Yes,0
VOJO44FULT,52,115293,13498,471,2,4,14.47,60,0.6,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0
AQK4OML2QC,68,97688,66849,622,22,3,15.59,12,0.89,PhD,Full-time,Single,Yes,No,Auto,Yes,1
0N7QE7ANM8,57,52333,8784,617,20,2,22.85,36,0.38,Bachelor's,Part-time,Married,Yes,No,Home,Yes,0
X0AYSP638B,26,90271,86474,690,39,4,23.83,48,0.38,PhD,Part-time,Divorced,Yes,No,Auto,No,1
XW4G4LFKW5,28,31058,111983,748,68,4,22.1,60,0.89,High School,Part-time,Married,No,Yes,Home,Yes,0
BDW24JZBQ1,28,102327,218239,646,92,2,18.38,24,0.24,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
R4MC44KY23,53,22169,227431,486,113,1,21.11,12,0.32,High School,Self-employed,Divorced,No,Yes,Other,No,0
FDCPJN70OG,31,147848,121086,347,72,2,18.49,24,0.8,Master's,Unemployed,Single,No,No,Auto,Yes,1
1IVUGP1490,31,25765,165008,705,51,3,22.04,36,0.11,PhD,Part-time,Divorced,Yes,No,Auto,No,0
5ZMDLNFH1X,68,46141,62555,428,108,3,12.84,24,0.52,PhD,Self-employed,Single,No,Yes,Business,Yes,0
UVVOH6RR6Q,19,148010,232156,376,118,4,13.79,12,0.85,Master's,Self-employed,Single,Yes,Yes,Home,No,0
83KUR6WF47,58,68089,15323,713,53,3,7.87,36,0.53,PhD,Self-employed,Married,No,No,Business,Yes,0
UFBGW2A4W0,24,146533,84000,789,92,3,16.81,12,0.32,PhD,Self-employed,Married,No,Yes,Education,Yes,1
X5YE6X7I19,35,125070,180606,674,42,3,20.57,48,0.73,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
QTMUKSRUC6,24,64104,235412,519,97,1,18.26,24,0.83,Master's,Part-time,Married,Yes,No,Home,No,0
UQLCVKU0J5,60,98581,99651,418,114,4,17.58,24,0.65,Master's,Self-employed,Divorced,Yes,No,Education,No,1
97HOJ0RPWA,61,38454,22284,735,118,2,9.79,60,0.77,High School,Self-employed,Single,Yes,No,Auto,No,0
VMBZ12FRNW,36,142108,50007,343,95,3,2.47,48,0.51,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
CNB8EHLON7,22,55890,134228,518,28,1,10.71,12,0.36,PhD,Self-employed,Married,No,No,Auto,Yes,1
BS8TF7LUUJ,59,15623,18713,466,12,3,2.08,36,0.26,Master's,Self-employed,Married,No,No,Other,No,0
VT8XN2B24M,35,114032,173666,691,34,4,2.4,12,0.35,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
2MIIR5NBWQ,60,140093,218547,659,61,2,18.23,60,0.8,PhD,Full-time,Married,Yes,No,Auto,Yes,0
SBE46NEGM6,32,32788,149090,649,68,4,13.99,36,0.12,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
LRAIK98VVE,32,93929,178592,345,89,4,22.43,24,0.38,Bachelor's,Part-time,Married,Yes,No,Other,No,1
G9224GK0X6,31,144880,166905,596,11,2,9.67,60,0.33,Master's,Full-time,Divorced,No,No,Home,Yes,0
5BDCNRWQZE,61,46348,115027,752,13,4,17.43,12,0.68,High School,Part-time,Single,No,No,Home,No,0
7JUJA1ZHX5,56,100018,220489,345,52,2,8.74,48,0.33,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
1O5EOK7ALM,45,105640,192862,361,76,3,18.38,48,0.24,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
2YZA2R8HV8,26,21977,6561,303,56,4,6.1,12,0.84,PhD,Part-time,Married,No,Yes,Other,Yes,0
PMAJDSX3IO,37,28303,28966,627,85,3,19.84,24,0.11,High School,Part-time,Married,No,No,Home,Yes,1
9VRUTAI3IP,18,46243,150407,513,55,4,10.22,60,0.54,High School,Unemployed,Single,No,Yes,Home,Yes,0
2A6F2GNY03,66,73277,145733,565,42,2,9.74,24,0.51,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,0
DHCK0LQM25,27,24641,196916,826,63,4,4.9,36,0.12,High School,Unemployed,Divorced,Yes,No,Auto,No,1
6NA3IZWD2K,47,147194,187105,811,76,3,22.49,48,0.71,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
GVBV50YH0Y,59,95596,107106,473,41,1,7.88,24,0.31,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
VS1PXMF6OD,49,73502,88887,801,104,4,6.5,36,0.59,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0
ERXWVEMZNT,50,65373,247393,819,62,1,2.07,36,0.12,High School,Part-time,Married,No,Yes,Auto,Yes,0
YHNVNV3CEL,31,108683,133695,755,1,2,18.34,48,0.72,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
HV7U3BY3WD,49,79255,73405,575,25,1,7.82,48,0.31,Master's,Unemployed,Single,No,Yes,Business,Yes,0
QKZL4ZI8NA,66,124315,78181,472,73,4,22.84,12,0.46,Master's,Unemployed,Married,No,No,Other,Yes,0
ISCMLF5SMP,60,146186,151264,330,18,3,16.24,12,0.59,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
N6HMZRKJTL,57,116396,242197,808,79,4,9.84,24,0.16,PhD,Full-time,Married,Yes,No,Auto,No,0
DFY4K840BV,55,77343,204141,423,19,2,17.66,48,0.49,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0
7C4PYJ87CP,37,32494,238563,601,97,4,5.81,36,0.81,PhD,Self-employed,Divorced,No,No,Other,No,0
YJ1LU6MEO0,35,77157,245958,635,26,4,16.41,36,0.19,Master's,Part-time,Married,Yes,Yes,Education,No,0
KRA05W45ID,26,16965,13890,723,5,1,14.59,60,0.39,High School,Part-time,Divorced,No,No,Home,No,1
ZHWXVPAG9P,44,115452,230288,346,97,4,6.26,36,0.48,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
3RI7GBUZEZ,63,50957,167480,730,48,4,24.01,24,0.89,PhD,Full-time,Divorced,No,No,Other,No,0
PNO6QLCCDP,62,26026,155263,822,62,1,2.42,60,0.64,PhD,Unemployed,Divorced,Yes,No,Other,No,0
VS1ATMN2O2,64,138210,6418,755,38,3,18.06,60,0.25,High School,Full-time,Divorced,No,No,Home,Yes,0
Z1GRWYBQ43,68,33813,171876,573,48,3,2.78,12,0.83,Master's,Full-time,Married,Yes,Yes,Education,No,0
C8R8O2GU07,43,148599,46787,756,46,2,18.85,48,0.65,High School,Unemployed,Single,No,Yes,Education,No,0
D5SHRTL3E8,61,114552,235322,504,63,4,22.61,60,0.26,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
FM4W9V7JJD,55,136049,17962,617,54,1,13.0,12,0.11,Bachelor's,Full-time,Single,No,No,Other,Yes,0
6AY3XUAYMU,59,77172,231988,753,0,2,6.0,24,0.21,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
69KKQ6QJFY,55,116530,48018,643,27,2,2.46,60,0.15,Master's,Part-time,Divorced,Yes,No,Auto,No,0
8BAWYT4LFT,40,54467,36874,802,78,4,23.5,24,0.66,PhD,Unemployed,Single,No,No,Home,Yes,0
742IIGVY3I,34,20315,42122,387,61,4,2.12,24,0.34,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
ETL22B4GT7,18,21007,189282,438,97,3,22.57,36,0.87,PhD,Full-time,Divorced,No,No,Auto,Yes,0
BGKWBIDU1T,44,104266,209862,837,109,2,8.2,48,0.77,PhD,Full-time,Single,No,No,Home,Yes,0
PEZLYAH5DQ,23,148140,185038,848,29,3,19.11,24,0.84,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
63PYSMR1JQ,60,23141,206571,473,41,1,14.8,60,0.27,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
YQ5OIJDFPO,42,134708,191672,520,91,4,21.15,24,0.38,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
DC8YW04M7G,23,49189,55129,724,95,4,8.76,24,0.85,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
S7WT8VXWUX,18,148218,233958,349,26,3,15.29,60,0.63,PhD,Part-time,Divorced,Yes,No,Home,No,0
GQFI6B5IKE,39,16833,165572,529,76,1,17.1,36,0.85,Master's,Full-time,Married,Yes,No,Other,Yes,0
JC2CW5JXHV,22,66202,21633,567,22,4,22.82,36,0.71,Master's,Part-time,Divorced,No,No,Business,Yes,1
G3NTZQTCZR,54,21766,48118,311,101,2,14.62,36,0.47,High School,Unemployed,Single,Yes,No,Business,Yes,0
L7IVDET715,62,21568,217987,848,71,4,6.53,12,0.75,High School,Full-time,Single,Yes,No,Home,Yes,0
AABBSB6ZTF,58,119607,42845,697,65,3,4.73,12,0.14,PhD,Unemployed,Married,Yes,No,Home,No,0
9F0MX47A2E,63,78834,185362,837,28,3,14.18,48,0.17,PhD,Unemployed,Married,Yes,No,Education,Yes,0
E1XIEULMCJ,62,52513,150813,317,116,4,7.18,60,0.52,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
DA9QP88D2H,46,102795,205939,643,98,2,5.03,24,0.38,High School,Part-time,Single,No,No,Other,Yes,0
JLL9DYAA5V,65,53679,174378,526,19,1,6.28,24,0.68,Master's,Full-time,Single,No,Yes,Other,No,0
DL79XIVCHP,25,52888,137844,708,97,4,21.52,60,0.52,High School,Part-time,Divorced,Yes,No,Home,No,0
F79MGHBDER,63,46932,244091,741,4,1,17.06,36,0.76,PhD,Unemployed,Married,Yes,No,Business,Yes,0
8AGMWRC56Z,68,31385,121475,505,54,2,8.37,12,0.47,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
KANYV8PJ61,20,78781,136498,624,91,3,9.93,48,0.43,PhD,Full-time,Divorced,No,No,Business,Yes,0
SFRXQWVANP,60,45591,103489,420,83,2,15.32,24,0.17,High School,Unemployed,Divorced,No,Yes,Other,No,0
I3RJP4IAV3,33,50000,128527,368,115,2,8.15,60,0.42,PhD,Part-time,Single,No,Yes,Other,No,0
W2WCB6ORLR,41,75650,169503,488,37,2,23.94,24,0.5,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
2PBDH42P5T,55,95071,107709,689,6,3,10.0,60,0.44,Bachelor's,Unemployed,Married,No,No,Education,No,0
VM76I73G8B,63,89970,23538,640,37,3,14.3,36,0.81,PhD,Self-employed,Married,No,Yes,Business,Yes,0
I84EO40O08,30,20527,207676,369,8,4,3.65,36,0.69,Bachelor's,Part-time,Divorced,No,No,Education,Yes,1
RGR0VOVWGO,27,85329,14639,473,82,2,9.07,60,0.79,High School,Full-time,Married,No,Yes,Business,Yes,0
GGCX1FGRLS,57,49982,142832,755,78,2,23.49,48,0.5,High School,Self-employed,Divorced,Yes,No,Education,No,0
FD1ZPI0IQN,23,112664,170604,599,75,1,5.92,48,0.2,High School,Self-employed,Single,No,No,Business,Yes,0
BZ76FO9Q5X,63,112652,174560,711,99,3,14.44,24,0.9,Bachelor's,Part-time,Single,No,No,Education,Yes,0
64HU2EJ1XN,62,93287,76574,581,11,4,15.89,12,0.64,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
M5KFQ8XLSD,69,52753,239656,532,9,4,19.33,60,0.41,Bachelor's,Full-time,Married,No,No,Business,Yes,0
38JWUZ6B97,21,110535,132855,709,36,4,13.08,24,0.35,High School,Unemployed,Single,Yes,Yes,Business,No,1
BVUYQSW4FI,30,58450,214170,696,59,1,19.17,12,0.77,Bachelor's,Part-time,Married,No,No,Education,Yes,0
JQS6QJXYX3,42,119512,89455,708,113,1,17.87,36,0.79,Master's,Part-time,Divorced,Yes,Yes,Business,No,0
1A7ZJWLBPN,68,69042,88716,660,116,2,20.15,12,0.25,Master's,Full-time,Married,No,Yes,Home,No,0
QXPW7DZUL1,27,22394,94675,822,101,4,8.17,24,0.25,High School,Self-employed,Single,Yes,No,Home,Yes,0
LFSKR3Q7FH,31,46406,111593,692,87,1,4.6,48,0.56,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
T727M6O358,20,46015,121086,399,45,2,7.83,60,0.59,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0
CEW2DW30K8,66,28895,47770,730,27,3,15.09,36,0.32,High School,Part-time,Single,No,No,Business,No,0
HUWEMOFWAH,18,27950,246105,366,87,4,20.58,12,0.86,Bachelor's,Part-time,Divorced,No,No,Other,Yes,1
XDF4MH6MMA,29,112636,248305,345,17,4,10.4,24,0.39,PhD,Unemployed,Divorced,No,Yes,Other,No,0
36MHBI93SG,62,47396,235620,690,78,1,21.06,36,0.2,High School,Unemployed,Single,Yes,Yes,Business,No,0
8S5FGSEJI4,53,76459,87162,608,88,3,19.48,12,0.21,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
Y0FEQ19JP7,46,116397,184068,367,0,1,4.76,24,0.25,High School,Self-employed,Married,Yes,Yes,Business,No,0
BECED18NDH,65,56054,35381,749,23,4,12.14,48,0.27,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
3T5IABZV7W,44,25047,89917,639,109,3,20.88,12,0.59,PhD,Full-time,Single,No,No,Auto,No,0
YU2KTEHC0E,33,140479,45956,631,62,1,21.88,48,0.16,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
ZXIEBCJYVK,27,15681,50950,445,9,2,4.47,36,0.42,Bachelor's,Full-time,Married,No,No,Business,Yes,0
C6N8MR6490,34,21592,215916,411,63,1,22.12,36,0.77,Bachelor's,Full-time,Single,Yes,No,Home,Yes,1
9QKQ3FQZEY,57,130581,136733,313,26,4,7.36,12,0.27,PhD,Full-time,Married,Yes,Yes,Education,No,0
8YL5MKB16T,54,34959,154668,354,41,1,12.87,60,0.14,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,1
YHJ2C7OJW4,62,128762,173228,382,81,4,24.72,48,0.59,PhD,Part-time,Divorced,No,No,Auto,Yes,0
MHRERQSDVF,45,72670,73027,712,24,1,3.61,48,0.89,Master's,Full-time,Single,No,No,Education,Yes,0
UEK7UFGBR4,64,32886,65619,373,50,3,7.02,12,0.6,Master's,Part-time,Divorced,No,No,Business,Yes,0
4VF5A9LQFG,67,81738,88516,744,9,3,16.93,24,0.76,PhD,Unemployed,Married,Yes,No,Business,Yes,0
43UH0M3D2D,65,69943,93801,753,84,2,24.33,36,0.11,PhD,Self-employed,Married,Yes,No,Home,Yes,0
TS13VIZO0V,23,38797,120244,754,52,1,6.86,12,0.17,High School,Self-employed,Married,Yes,No,Business,Yes,0
W12C3EU5Q7,26,59889,73339,602,90,4,19.23,60,0.6,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0
ETKQ6DSYAI,18,118130,50670,722,6,1,2.48,36,0.64,High School,Part-time,Divorced,No,No,Education,Yes,0
GTA8J0W4LB,48,69035,94372,460,90,1,23.68,12,0.48,PhD,Self-employed,Married,Yes,No,Auto,Yes,0
Y9SG3A35DX,18,143662,155150,563,4,3,13.77,60,0.7,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
VVW09DHL0Y,52,141721,223246,377,32,4,24.13,48,0.5,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
I92VOQUHCH,20,42276,194133,705,73,4,9.14,48,0.68,PhD,Part-time,Single,No,No,Other,No,0
1OPNDQAP6K,44,29635,164946,714,9,4,9.55,12,0.31,High School,Full-time,Divorced,No,No,Auto,No,0
MEXZXTIWXY,54,136158,143909,820,108,4,14.64,48,0.18,Master's,Full-time,Married,Yes,Yes,Other,No,0
RUMLYMQABS,48,136337,41356,723,117,3,18.26,24,0.26,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
LYZYRULUCC,33,86432,76543,500,17,2,21.04,60,0.16,Master's,Unemployed,Single,No,Yes,Education,No,0
TPFAN9AH42,51,57355,12473,483,99,4,18.83,60,0.79,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
PMSVNHQ497,66,44380,115796,752,1,3,19.03,12,0.74,High School,Full-time,Divorced,No,Yes,Other,Yes,1
0LDQZUYGJQ,53,63338,217649,467,59,4,3.87,24,0.39,High School,Unemployed,Single,Yes,No,Auto,Yes,1
F2M2XR9RYT,48,109998,147113,560,96,1,21.3,60,0.75,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
LNRA9ORIDE,60,25159,71326,498,81,2,21.94,48,0.43,PhD,Part-time,Single,No,Yes,Auto,No,0
NVQHTRQI25,62,54458,227309,848,39,2,23.39,60,0.6,High School,Full-time,Single,No,Yes,Auto,Yes,0
OM5AAR4M68,58,96185,94578,564,32,1,21.24,24,0.43,PhD,Unemployed,Divorced,No,No,Home,Yes,0
WNJYMRE5O4,68,45650,27496,748,25,3,15.71,24,0.17,High School,Part-time,Married,Yes,Yes,Education,No,0
2A7ERKSNED,59,39743,148954,805,109,2,6.16,60,0.66,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
GNQ1OEVP0M,23,42522,209518,360,2,3,12.76,48,0.3,High School,Full-time,Married,No,No,Auto,No,0
CZ9HHWXCG3,30,36392,191445,665,40,4,18.33,12,0.76,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,1
FLZ79XWNG8,25,53567,78969,435,79,4,20.67,12,0.25,PhD,Self-employed,Divorced,No,No,Home,Yes,1
NY8Q3ZRLF7,54,122179,17701,304,105,2,19.48,12,0.11,High School,Unemployed,Single,No,No,Business,No,0
40IDXTO76H,29,52882,155462,826,37,1,5.28,36,0.78,Master's,Full-time,Married,Yes,Yes,Business,Yes,0
WZ6CDRI1KG,38,49738,129309,774,28,4,17.35,60,0.78,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
B953HY19BY,57,21631,18706,553,111,3,5.33,48,0.6,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
5OFL9B84X7,20,137022,156615,370,115,4,17.73,60,0.22,High School,Self-employed,Married,Yes,No,Auto,No,0
UBB1N1EBBG,27,45974,67641,673,60,3,7.43,60,0.85,Bachelor's,Full-time,Married,No,No,Education,No,0
S6T6NH20RB,68,79025,228402,690,24,2,15.09,24,0.53,High School,Self-employed,Single,No,No,Other,No,0
V85AHHJTZA,60,137293,175849,381,60,1,13.21,24,0.42,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
1ZCWOFSIVH,29,76404,10139,303,25,4,11.48,48,0.21,Master's,Unemployed,Married,Yes,No,Education,No,0
WL4Z7H72BP,65,94162,171956,573,112,4,20.15,36,0.31,Master's,Part-time,Single,No,No,Home,Yes,0
OB10ATUM8L,50,84071,213803,580,79,3,17.9,12,0.47,PhD,Full-time,Single,Yes,No,Other,No,1
RW7UAOIWEJ,19,140372,161144,722,56,4,5.35,36,0.75,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
XKSIVHID3X,21,46187,161377,385,60,2,7.36,24,0.75,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
34E4YDW63G,59,16436,164418,791,87,2,5.83,36,0.35,PhD,Full-time,Divorced,No,Yes,Other,No,0
3VFYHLGNIE,49,133778,21427,537,21,3,19.73,12,0.42,Bachelor's,Self-employed,Divorced,No,No,Auto,Yes,0
B94MI71IR6,69,18047,163036,585,75,1,15.93,48,0.55,High School,Part-time,Married,No,Yes,Business,No,0
E6PU7LNUXN,28,63123,62732,461,115,3,6.16,12,0.65,High School,Full-time,Single,No,No,Education,Yes,0
DX8R40FH7C,18,17224,116479,351,87,1,23.19,12,0.81,Bachelor's,Part-time,Married,Yes,No,Education,No,1
KZJ3LCZAMQ,38,85544,200846,827,95,1,5.55,36,0.51,Master's,Part-time,Divorced,Yes,No,Business,No,0
K1I7PWZZBD,38,118908,132075,842,15,1,11.63,36,0.18,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
P6RRAN8DR1,25,39808,80595,786,96,3,13.91,24,0.51,High School,Part-time,Divorced,No,Yes,Home,Yes,0
4QXV1YHHJO,53,49240,142667,675,25,4,2.36,60,0.18,PhD,Unemployed,Single,No,No,Business,Yes,0
UGQ2D8LJIU,46,44659,114286,573,29,2,23.5,36,0.27,Master's,Full-time,Married,No,No,Other,Yes,0
0Z9K2KG2ZG,31,63618,180750,499,46,1,23.76,12,0.33,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
NM3MGY627T,69,80426,162018,818,46,1,10.96,24,0.53,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
F37RLVF98V,32,52358,144334,464,36,1,23.12,48,0.58,Bachelor's,Full-time,Married,Yes,No,Education,No,0
V9KLC2D85U,69,61059,172254,427,60,2,11.11,36,0.41,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
YSB8W8LJYD,37,25359,66745,806,93,4,3.07,36,0.32,PhD,Self-employed,Divorced,No,No,Other,No,0
8DYG2AIW4Q,23,147403,114034,631,80,1,23.83,12,0.5,Master's,Full-time,Single,Yes,No,Other,Yes,0
ZSPXHFS5AA,66,87364,88504,828,65,4,10.07,36,0.53,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
MY8PK6KVGH,25,49081,60427,777,43,2,3.64,48,0.46,PhD,Full-time,Single,No,Yes,Education,No,0
S3Y3ANNCFF,65,15582,131478,370,81,4,14.06,48,0.53,PhD,Full-time,Married,No,No,Business,No,0
COISB8A7IL,54,19168,164836,737,45,4,15.19,48,0.14,High School,Unemployed,Single,No,No,Other,No,1
7I1XOLANTS,65,56399,148879,769,3,4,8.16,60,0.37,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0
L4V4ZIDPJS,33,25856,231427,591,94,3,17.74,36,0.79,Bachelor's,Part-time,Married,No,No,Auto,No,0
6K6KW8OOML,47,110130,165682,607,32,3,8.21,12,0.81,PhD,Part-time,Married,No,Yes,Education,No,0
AA3MGLSUG8,66,124516,214141,408,31,1,16.02,24,0.74,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
J4TOL5LLVS,24,49212,207916,693,70,4,3.21,12,0.88,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
XRBD6T8A5R,62,90288,213086,663,18,1,5.97,36,0.68,PhD,Full-time,Divorced,Yes,No,Business,No,0
D4CZ83N9I6,57,109201,238591,496,30,4,4.2,48,0.61,High School,Full-time,Divorced,Yes,No,Education,Yes,0
XFWY70D2OJ,64,118995,38766,667,80,2,22.24,48,0.85,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0
A0XTJQCGDR,21,128833,96957,317,83,2,23.92,48,0.23,PhD,Self-employed,Married,Yes,No,Auto,No,1
CF35UPJ1ME,57,118890,24966,592,106,4,12.95,24,0.75,Bachelor's,Full-time,Single,Yes,No,Business,No,0
BZHWDVK3FL,52,88171,46481,712,7,2,16.47,60,0.78,PhD,Unemployed,Divorced,No,Yes,Other,No,0
5Q96QNPETC,58,106271,171065,425,17,3,6.68,12,0.69,PhD,Self-employed,Single,No,Yes,Other,No,0
2LKJ1HHSWC,69,142910,174319,391,95,2,6.38,24,0.66,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
TSLH50O0HG,38,122470,93560,556,91,1,10.68,12,0.86,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
27BM1K6751,44,39370,218841,481,36,1,16.93,36,0.86,PhD,Part-time,Married,Yes,No,Education,No,0
KDJA4GRXGU,35,69987,17483,743,67,1,6.05,12,0.43,Bachelor's,Unemployed,Married,No,No,Other,No,0
FE62NRTPVV,45,61667,177517,441,84,1,17.45,12,0.84,Master's,Part-time,Married,No,No,Home,No,0
R15KA7NDDS,28,135595,228931,413,9,2,23.08,12,0.89,Bachelor's,Self-employed,Married,No,No,Auto,No,1
JJ8MD27FM2,64,76800,123970,848,89,3,18.95,60,0.4,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0
2ISRHU8MKR,60,50547,61091,650,42,3,14.72,36,0.82,PhD,Part-time,Single,No,No,Education,Yes,1
BPEB54NTXK,69,120918,10498,369,37,2,3.16,12,0.53,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
FNYB82MXYI,30,59126,41566,397,84,2,22.65,36,0.11,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
MZZ1ULEW64,69,20467,218188,454,105,1,7.42,36,0.26,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
